55.0068630689,65.095423728,61.5917217442,68.7373706483,55.0471491283,65.070581518,62.5284865315,58.29695723,65.4203175645,64
54.0560145078,58.9753214136,72.6479208988,63.2851528248,62.5959020873,55.6916602795,60.7217145064,54.2595007185,56.0921577232,67
61.9239526045,60.2491748478,50.128487522,59.5473533479,72.7615889994,65.5369891013,60.151601114,65.3533021864,61.9702631104,69
69.055007542,60.4392926445,60.1303420009,66.3150285841,58.0970344587,57.0329693387,59.4954455054,63.6122203386,64.6962395753,65
73.1203780096,64.5474694214,59.2506514949,67.6885784397,67.5422591309,68.0010844258,55.8311943432,68.4890980062,69.6775680269,63
57.893000808,68.6511130276,62.8100330365,72.8004520239,67.5693020202,55.0029898873,70.0250251526,65.8912106969,65.8899205806,68
60.3242633956,65.7475043357,65.6836681638,58.7999784305,58.5266272042,56.5213138968,68.1537300959,73.5589035896,63.1911104284,57
59.4151985963,73.5553273291,55.3613865512,61.4462722639,62.2343219188,63.5666499116,67.7484382194,66.6967751018,49.5352990942,69
58.5990212212,69.3042167925,73.0026418599,70.7468656581,57.0411513119,70.1427297151,57.9871713205,54.2459560728,62.863063102,71
64.3846729776,63.6927373662,55.8973738431,53.9655049311,55.3437966231,55.5379667458,61.2726878788,66.4489581568,58.4535165707,76
65.8919284845,68.364481894,65.481197441,67.1637215426,62.6952752488,65.8158908387,54.214177743,60.9511770233,68.5227241655,65
57.211553797,60.4760348297,67.0334869752,75.2512979731,57.7600615308,60.9086583294,56.8526275331,59.8624480955,64.4046883787,73
58.8980749641,68.4145937991,61.4978036463,72.2359386458,66.2862995887,73.0126118428,50.3022065819,77.2553564209,60.6552072564,54
67.474395816,65.281688351,66.5980748992,66.3903810663,65.0063700524,68.8609502668,64.1692472028,68.1254757488,61.2033357448,64
72.5964505113,58.5879616685,64.9086438307,61.1708589998,61.8524524514,59.3344867022,64.8209146606,59.1321583312,60.6939265535,58
58.3180093881,67.6082829588,62.6252233195,57.830703761,67.4820366789,62.0521745288,61.585557441,70.1651961318,65.154056508,66
62.0520568087,66.1347677844,57.9328315826,56.0849330388,65.9934253415,56.1837834014,63.3741340819,65.4996994643,60.5401229876,76
58.0938407887,57.7009185035,58.6724817507,72.67396196,59.1988832525,62.9133511703,74.4215087337,55.0323513366,54.6468655575,56
65.3767513968,71.992207958,68.6860292532,70.1361377931,69.7897697243,56.184256185,56.3263842848,60.845736947,69.1653970225,66
64.6245489278,58.5739723939,67.6018024325,63.9478173122,68.4253795366,66.2556944114,65.7216260537,53.1464091723,68.3509565779,61
64.0611104402,68.5305088416,68.419835036,65.212349086,70.0572989248,73.4041314745,66.3459890557,66.6742071763,72.6944199416,69
63.6224033732,58.3490339419,60.0215673408,60.1176833536,60.7625049567,60.2951690095,56.6287144014,66.7093361315,54.925527995,62
68.9615093914,64.2432277594,68.9219427553,54.5590915677,63.5094519008,68.197759598,66.986800425,61.981513749,67.5539717361,55
72.3458215151,67.0614133789,61.0176844925,70.9105910524,65.8410359525,65.0863587523,65.5361539654,74.8927068384,74.867374114,64
54.7330339717,71.0936853222,67.7269609245,63.3046762849,65.2569168614,55.7935054499,69.0351599235,71.0256969419,68.4476266282,59
69.8828945235,69.8132551015,70.016780927,66.6182453125,48.2034836091,66.4752275273,64.8304069343,73.8717933235,67.6350320303,57
68.6358656527,60.684500845,61.4799441862,70.7104194146,67.0990038361,63.7792286779,56.6660339519,61.8772333122,68.3315794251,57
57.5263616051,68.1046669448,65.3507330502,64.6932932631,62.1715948038,61.6679276514,61.7105735542,59.7821180528,60.9565199669,70
64.3268223737,64.8829620728,66.6917541214,61.1613065793,60.3692271979,68.6210441066,62.7268822256,67.4679719382,57.2504768532,66
63.2594940641,67.8549479423,64.6769625532,66.9024184742,65.725199144,62.044672011,60.4501099902,58.2585962903,65.3795364435,67
